ingredient,match_title,match_url,match_category,match_subcategory,score,reasons
Зубатка,Семга стейк зам,https://vkusvill.ru/goods/semga-steyk-zam-500-g-70297.html,"Рыба, икра и морепродукты",Рыба замороженная,1.9157,"{'title_overlap': 0.0, 'vec_sim': 0.7612, 'fuzzy': 0.3636}"
Сыр голландский,"Сыр ""Голландский""",https://vkusvill.ru/goods/syr-gollandskiy-200-g-49722.html,Сыры,Твердые и полутвердые,4.2062,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 0.9375}"
Сыр голландский,"Сыр ""Голландский"" тертый",https://vkusvill.ru/goods/syr-gollandskiy-tertyy-150-g-81918.html,Сыры,Твердые и полутвердые,3.5816,"{'title_overlap': 0.6667, 'vec_sim': 0.9784, 'fuzzy': 0.7692}"
Сыр голландский,"Сыр ""Алтайский""",https://vkusvill.ru/goods/syr-altayskiy-200g-21790.html,Сыры,Твердые и полутвердые,3.1261,"{'title_overlap': 0.3333, 'vec_sim': 0.996, 'fuzzy': 0.6667}"
Сыр голландский,"Сыр ""Адыгейский""",https://vkusvill.ru/goods/syr-adygeyskiy-300-g-73371.html,Сыры,"Фета, моцарелла и другие мягкие",3.0993,"{'title_overlap': 0.3333, 'vec_sim': 0.999, 'fuzzy': 0.6452}"
Сыр голландский,"Сыр ""Финский""",https://vkusvill.ru/goods/syr-finskiy-zharenyy-180-g-109346.html,Сыры,"Фета, моцарелла и другие мягкие",3.0897,"{'title_overlap': 0.3333, 'vec_sim': 0.9956, 'fuzzy': 0.6429}"
Сыр голландский,"Сыр ""Пошехонский""",https://vkusvill.ru/goods/syr-poshekhonskiy-200-g-49719.html,Сыры,Твердые и полутвердые,3.0687,"{'title_overlap': 0.3333, 'vec_sim': 0.9988, 'fuzzy': 0.625}"
Сыр голландский,"Сыр ""Голландский"" нарезка",https://vkusvill.ru/goods/syr-gollandskiy-narezka-150g-12159.html,Сыры,Сырные нарезки,3.0677,"{'title_overlap': 0.6667, 'vec_sim': 0.7089, 'fuzzy': 0.75}"
Сыр голландский,"Сыр ""Горно-Алтайский""",https://vkusvill.ru/goods/syr-gorno-altayskiy-200g-37107.html,Сыры,Твердые и полутвердые,3.0424,"{'title_overlap': 0.25, 'vec_sim': 0.9958, 'fuzzy': 0.6667}"
Сыр голландский,"Сыр ""Монастырский""",https://vkusvill.ru/goods/syr-monastyrskiy-200g-50149.html,Сыры,Твердые и полутвердые,3.0381,"{'title_overlap': 0.3333, 'vec_sim': 0.9976, 'fuzzy': 0.6061}"
Сыр голландский,"Сыр ""Красногорский""",https://vkusvill.ru/goods/syr-krasnogorskiy-150-g-101438.html,Сыры,Твердые и полутвердые,3.0136,"{'title_overlap': 0.3333, 'vec_sim': 0.9988, 'fuzzy': 0.5882}"
Сыр голландский,"Сыр ""Российский""",https://vkusvill.ru/goods/syr-rossiyskiy-336.html,Сыры,Твердые и полутвердые,3.0015,"{'title_overlap': 0.3333, 'vec_sim': 0.9984, 'fuzzy': 0.5806}"
Сыр голландский,"Сыр ""Российский""",https://vkusvill.ru/goods/syr-rossiyskiy-200-g-43778.html,Сыры,Твердые и полутвердые,3.0015,"{'title_overlap': 0.3333, 'vec_sim': 0.9984, 'fuzzy': 0.5806}"
Сыр голландский,"Сыр ""Легкий""",https://vkusvill.ru/goods/syr-legkiy-200-g-43782.html,Сыры,Твердые и полутвердые,2.9996,"{'title_overlap': 0.3333, 'vec_sim': 0.9874, 'fuzzy': 0.5926}"
Сыр голландский,"Сыр ""Кавказский""",https://vkusvill.ru/goods/syr-kavkazskiy-280-g-59388.html,Сыры,"Фета, моцарелла и другие мягкие",2.9989,"{'title_overlap': 0.3333, 'vec_sim': 0.997, 'fuzzy': 0.5806}"
Сыр голландский,"Сыр ""Карельский""",https://vkusvill.ru/goods/syr-karelskiy-103673.html,Сыры,Твердые и полутвердые,2.9965,"{'title_overlap': 0.3333, 'vec_sim': 0.9957, 'fuzzy': 0.5806}"
Сыр голландский,"Сыр ""Швейцарский""",https://vkusvill.ru/goods/syr-shveytsarskiy-200g-34086.html,Сыры,Твердые и полутвердые,2.9651,"{'title_overlap': 0.3333, 'vec_sim': 0.9934, 'fuzzy': 0.5625}"
Сыр голландский,"Сыр ""Гауда""",https://vkusvill.ru/goods/syr-gauda-200-g-88574.html,Сыры,Твердые и полутвердые,2.9272,"{'title_overlap': 0.3333, 'vec_sim': 0.9923, 'fuzzy': 0.5385}"
Сыр голландский,"Сыр ""Козий""",https://vkusvill.ru/goods/syr-koziy-molodoy-200g-116059.html,Сыры,Твердые и полутвердые,2.9228,"{'title_overlap': 0.3333, 'vec_sim': 0.9899, 'fuzzy': 0.5385}"
Сыр голландский,"Сыр ""Мегард""",https://vkusvill.ru/goods/syr-megard-24680.html,Сыры,Твердые и полутвердые,2.909,"{'title_overlap': 0.3333, 'vec_sim': 0.9988, 'fuzzy': 0.5185}"
Сыр голландский,"Сыр ""Молога""",https://vkusvill.ru/goods/syr-mologa-239.html,Сыры,Твердые и полутвердые,2.909,"{'title_overlap': 0.3333, 'vec_sim': 0.9988, 'fuzzy': 0.5185}"
Батон,Батон нарезной,https://vkusvill.ru/goods/baton-nareznoy-673.html,Продукты без лактозы,Хлеб и выпечка без лактозы,3.7941,"{'title_overlap': 0.5, 'vec_sim': 0.9967, 'fuzzy': 1.0}"
Батон,Батон Коломенское нарезной,https://vkusvill.ru/goods/baton-kolomenskoe-nareznoy-400-g-63603.html,Хлеб,Хлеб,3.6182,"{'title_overlap': 0.3333, 'vec_sim': 0.9916, 'fuzzy': 1.0}"
Батон,"Батон нарезной, половинка",https://vkusvill.ru/goods/baton-nareznoy-polovinka-34217.html,Продукты без лактозы,Хлеб и выпечка без лактозы,3.6164,"{'title_overlap': 0.3333, 'vec_sim': 0.9906, 'fuzzy': 1.0}"
Батон,Батон Лимак Нарезной нарезанный,https://vkusvill.ru/goods/baton-limak-nareznoy-narezannyy-360-g-106690.html,Хлеб,Хлеб,3.4866,"{'title_overlap': 0.25, 'vec_sim': 0.9648, 'fuzzy': 1.0}"
Батон,Батон Лимак Нарезной нарезанный,https://vkusvill.ru/goods/baton-limak-nareznoy-narezannyy-180-g-106691.html,Хлеб,Хлеб,3.4866,"{'title_overlap': 0.25, 'vec_sim': 0.9648, 'fuzzy': 1.0}"
Батон,Батон Лимак Сахарный нарезанный,https://vkusvill.ru/goods/baton-limak-sakharnyy-narezannyy-360-g-106723.html,Хлеб,Хлеб,3.48,"{'title_overlap': 0.25, 'vec_sim': 0.9611, 'fuzzy': 1.0}"
Батон,Батон Лимак Кефирный нарезанный,https://vkusvill.ru/goods/baton-limak-kefirnyy-narezannyy-360-g-106693.html,Хлеб,Хлеб,3.4786,"{'title_overlap': 0.25, 'vec_sim': 0.9603, 'fuzzy': 1.0}"
Батон,Батон Донское Жито Нарезной нарезанный,https://vkusvill.ru/goods/baton-donskoe-zhito-nareznoy-narezannyy-380-g-105148.html,Хлеб,Хлеб,3.4503,"{'title_overlap': 0.2, 'vec_sim': 0.9724, 'fuzzy': 1.0}"
Батон,Батон Хлебный Дом Утренний нарезанный,https://vkusvill.ru/goods/baton-khlebnyy-dom-utrenniy-narezannyy-400-g-69555.html,Хлеб,Хлеб,3.2402,"{'title_overlap': 0.2, 'vec_sim': 0.8557, 'fuzzy': 1.0}"
Батон,"Батон постный в нарезке, половинка",https://vkusvill.ru/goods/baton-postnyy-v-narezke-polovinka-97214.html,Растительное и с содержанием молока,Хлеб и мучное,3.1964,"{'title_overlap': 0.2, 'vec_sim': 0.8313, 'fuzzy': 1.0}"
Батон,"Батон ""енний"", половинка, нарезка",https://vkusvill.ru/goods/baton-vesenniy-polovinka-narezka-69495.html,Хлеб и выпечка,Просто хлеб,3.1799,"{'title_overlap': 0.25, 'vec_sim': 0.7944, 'fuzzy': 1.0}"
Батон,"Батон ""Молодежный"", нарезка",https://vkusvill.ru/goods/baton-molodezhnyy-narezka-19081.html,Хлеб и выпечка,Просто хлеб,3.1675,"{'title_overlap': 0.3333, 'vec_sim': 0.7412, 'fuzzy': 1.0}"
Батон,Батон пшеничный в нарезке,https://vkusvill.ru/goods/baton-pshenichnyy-v-narezke-80640.html,Хлеб и выпечка,Просто хлеб,3.1564,"{'title_overlap': 0.25, 'vec_sim': 0.7814, 'fuzzy': 1.0}"
Батон,Батон Хлебный Дом Домашний нарезанный,https://vkusvill.ru/goods/baton-khlebnyy-dom-domashniy-narezannyy-230-g-112212.html,Хлеб,Хлеб,3.1546,"{'title_overlap': 0.2, 'vec_sim': 0.8081, 'fuzzy': 1.0}"
Батон,"Батон пшеничный в нарезке, половинка",https://vkusvill.ru/goods/baton-pshenichnyy-v-narezke-polovinka-86685.html,Хлеб и выпечка,Просто хлеб,3.1543,"{'title_overlap': 0.2, 'vec_sim': 0.808, 'fuzzy': 1.0}"
Батон,Батон Каравай Солнышко половинка нарезка,https://vkusvill.ru/goods/baton-karavay-solnyshko-polovinka-narezka-195-g-104485.html,Хлеб,Хлеб,3.1062,"{'title_overlap': 0.2, 'vec_sim': 0.7812, 'fuzzy': 1.0}"
Батон,"Батон ""Молодежная классика"", нарезка",https://vkusvill.ru/goods/baton-molodezhnaya-klassika-narezka-113571.html,Хлеб и выпечка,Хлеб в нарезке,3.0762,"{'title_overlap': 0.25, 'vec_sim': 0.7368, 'fuzzy': 1.0}"
Батон,Батон Самарский Хлебозавод №5 Горчичный нарезанный,https://vkusvill.ru/goods/baton-samarskiy-khlebozavod-5-gorchichnyy-narezannyy-350-g-107290.html,Хлеб,Хлеб,3.0708,"{'title_overlap': 0.1667, 'vec_sim': 0.7801, 'fuzzy': 1.0}"
Батон,Батон Каравай Наше Солнышко нарезка,https://vkusvill.ru/goods/baton-karavay-nashe-solnyshko-narezka-400-g-113131.html,Хлеб,Хлеб,3.0338,"{'title_overlap': 0.2, 'vec_sim': 0.741, 'fuzzy': 1.0}"
Батон,"Батон с отрубями, нарезка",https://vkusvill.ru/goods/baton-s-otrubyami-narezka-14739.html,Хлеб и выпечка,Просто хлеб,3.0153,"{'title_overlap': 0.25, 'vec_sim': 0.703, 'fuzzy': 1.0}"
Дрожжи,Дрожжи пищевые неактивные,https://vkusvill.ru/goods/drozhzhi-pishchevye-neaktivnye-50704.html,"Масла, соусы, специи, сахар и соль",Специи,3.6329,"{'title_overlap': 0.3333, 'vec_sim': 0.9998, 'fuzzy': 1.0}"
Дрожжи,Дрожжи хлебопекарные Саф-Момент сухие быстродействующие,https://vkusvill.ru/goods/drozhzhi-khlebopekarnye-saf-moment-sukhie-bystrodeystvuyushchie-11-g-73364.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",3.4484,"{'title_overlap': 0.1667, 'vec_sim': 0.9899, 'fuzzy': 1.0}"
Дрожжи,Дрожжи сухие Dr. Bakers быстродействующие,https://vkusvill.ru/goods/drozhzhi-sukhie-dr-bakers-bystrodeystvuyushchie-7-g-49988.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",3.3533,"{'title_overlap': 0.2, 'vec_sim': 0.9185, 'fuzzy': 1.0}"
Дрожжи,Дрожжи сухие быстродействующие для пиццы,https://vkusvill.ru/goods/drozhzhi-sukhie-bystrodeystvuyushchie-dlya-pitstsy-58155.html,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,2.6091,"{'title_overlap': 0.2, 'vec_sim': 0.5051, 'fuzzy': 1.0}"
Дрожжи,Дрожжи сушеные быстродействующие для сдобы,https://vkusvill.ru/goods/drozhzhi-sushenye-bystrodeystvuyushchie-dlya-sdoby-58146.html,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,2.5422,"{'title_overlap': 0.2, 'vec_sim': 0.4679, 'fuzzy': 1.0}"
Дрожжи,Разрыхлитель Dr.Bakers для бисквита,https://vkusvill.ru/goods/razrykhlitel-dr-bakers-dlya-biskvita-25-g-89025.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.9464,"{'title_overlap': 0.0, 'vec_sim': 0.9594, 'fuzzy': 0.1463}"
Дрожжи,Посыпка Dr.Bakers декор-миксенний,https://vkusvill.ru/goods/posypka-dr-bakers-dekor-miks-vesenniy-10-g-89015.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.8591,"{'title_overlap': 0.0, 'vec_sim': 0.9046, 'fuzzy': 0.1538}"
Дрожжи,Разрыхлитель теста Dr. Bakers,https://vkusvill.ru/goods/razrykhlitel-testa-dr-bakers-10-g-49982.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.8128,"{'title_overlap': 0.0, 'vec_sim': 0.9119, 'fuzzy': 0.1143}"
Дрожжи,Агар Dr. Bakers пищевой,https://vkusvill.ru/goods/agar-dr-bakers-pishchevoy-7-g-50013.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.8025,"{'title_overlap': 0.0, 'vec_sim': 0.8864, 'fuzzy': 0.1379}"
Дрожжи,Корица молотая Dr. Bakers,https://vkusvill.ru/goods/koritsa-molotaya-dr-bakers-8-g-49991.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.7875,"{'title_overlap': 0.0, 'vec_sim': 0.8855, 'fuzzy': 0.129}"
Дрожжи,Желатин Dr. Bakers пищевой,https://vkusvill.ru/goods/zhelatin-dr-bakers-pishchevoy-10-g-50003.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.7789,"{'title_overlap': 0.0, 'vec_sim': 0.8841, 'fuzzy': 0.125}"
Дрожжи,Ароматизатор пищевой Dr. Bakers Ванилин-интенсив,https://vkusvill.ru/goods/aromatizator-pishchevoy-dr-bakers-vanilin-intensiv-2-g-50005.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.7664,"{'title_overlap': 0.0, 'vec_sim': 0.8887, 'fuzzy': 0.1111}"
Дрожжи,Пудра сахарная Dr. Bakers универсальная,https://vkusvill.ru/goods/pudra-sakharnaya-dr-bakers-universalnaya-60-g-50309.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.7561,"{'title_overlap': 0.0, 'vec_sim': 0.8645, 'fuzzy': 0.1333}"
Дрожжи,Глазурь Dr.Bakers Зеленая,https://vkusvill.ru/goods/glazur-dr-bakers-zelenaya-90-g-89020.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.7133,"{'title_overlap': 0.0, 'vec_sim': 0.8981, 'fuzzy': 0.0645}"
Дрожжи,Пудра сахарная,https://vkusvill.ru/goods/pudra-sakharnaya-48554.html,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,1.707,"{'title_overlap': 0.0, 'vec_sim': 0.7816, 'fuzzy': 0.2}"
Дрожжи,Ванилин Dr.Bakers карамельный,https://vkusvill.ru/goods/vanilin-dr-bakers-karamelnyy-2-g-89034.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.7062,"{'title_overlap': 0.0, 'vec_sim': 0.9002, 'fuzzy': 0.0571}"
Дрожжи,Глазурь Dr.Bakers Белая,https://vkusvill.ru/goods/glazur-dr-bakers-belaya-90-g-89026.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.6933,"{'title_overlap': 0.0, 'vec_sim': 0.8833, 'fuzzy': 0.069}"
Дрожжи,Желфикс Dr.Bakers 2:1 для консервирования,https://vkusvill.ru/goods/zhelfiks-dr-bakers-2-1-dlya-konservirovaniya-25-g-96578.html,Специи,Специи,1.6733,"{'title_overlap': 0.0, 'vec_sim': 0.7878, 'fuzzy': 0.1702}"
Дрожжи,Посыпка Dr.Bakers декор-микс Космос,https://vkusvill.ru/goods/posypka-dr-bakers-dekor-miks-kosmos-10-g-89017.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.6638,"{'title_overlap': 0.0, 'vec_sim': 0.8024, 'fuzzy': 0.1463}"
Дрожжи,Ванилин Dr.Bakers кокосовый,https://vkusvill.ru/goods/vanilin-dr-bakers-kokosovyy-2-g-89031.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.6348,"{'title_overlap': 0.0, 'vec_sim': 0.8577, 'fuzzy': 0.0606}"
Корж,Корж песочный для пирога зам,https://vkusvill.ru/goods/korzh-pesochnyy-dlya-piroga-vypekaem-doma-zam-190-g-99079.html,Замороженные продукты,Замороженная выпечка и пироги,3.2744,"{'title_overlap': 0.2, 'vec_sim': 0.8747, 'fuzzy': 1.0}"
Корж,Жидкость для розжига Люкс парафин,https://vkusvill.ru/goods/zhidkost-dlya-rozzhiga-lyuks-parafin-500-ml-110134.html,Сезон гриля,Сезон гриля,1.7932,"{'title_overlap': 0.0, 'vec_sim': 0.816, 'fuzzy': 0.2162}"
Корж,Жидкость для розжига Fire wood парафин,https://vkusvill.ru/goods/zhidkost-dlya-rozzhiga-fire-wood-parafin-500-ml-77483.html,Сезон гриля,Сезон гриля,1.7554,"{'title_overlap': 0.0, 'vec_sim': 0.8165, 'fuzzy': 0.1905}"
Корж,"Основа для римской пиццы, зам",https://vkusvill.ru/goods/osnova-dlya-rimskoy-pitstsy-zam-180-g-61143.html,Замороженные продукты,Пицца замороженная,1.7002,"{'title_overlap': 0.0, 'vec_sim': 0.8436, 'fuzzy': 0.1212}"
Корж,Капсулы для стирки Персил Колор,https://vkusvill.ru/goods/kapsuly-dlya-stirki-persil-kolor-21-sht-95076.html,Гели и капсулы для стирки,Гели и капсулы для стирки,1.6947,"{'title_overlap': 0.0, 'vec_sim': 0.7987, 'fuzzy': 0.1714}"
Корж,Заправка Maggi для борща,https://vkusvill.ru/goods/zapravka-maggi-dlya-borshcha-250-g-33964.html,Специи,Специи,1.686,"{'title_overlap': 0.0, 'vec_sim': 0.8176, 'fuzzy': 0.1429}"
Корж,Тарталетки КиТ для икры,https://vkusvill.ru/goods/tartaletki-kit-dlya-ikry-180-g-56585.html,"Печенье, крекеры","Печенье, крекеры",1.6825,"{'title_overlap': 0.0, 'vec_sim': 0.8113, 'fuzzy': 0.1481}"
Корж,Заправка для первых блюд,https://vkusvill.ru/goods/zapravka-dlya-pervykh-blyud-37606.html,"Масла, соусы, специи, сахар и соль",Специи,1.6711,"{'title_overlap': 0.0, 'vec_sim': 0.8093, 'fuzzy': 0.1429}"
Корж,Тарталетки КиТ для салата,https://vkusvill.ru/goods/tartaletki-kit-dlya-salata-160-g-56587.html,"Печенье, крекеры","Печенье, крекеры",1.6683,"{'title_overlap': 0.0, 'vec_sim': 0.8119, 'fuzzy': 0.1379}"
Корж,Дрожжи сухие быстродействующие для пиццы,https://vkusvill.ru/goods/drozhzhi-sukhie-bystrodeystvuyushchie-dlya-pitstsy-58155.html,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,1.6594,"{'title_overlap': 0.0, 'vec_sim': 0.8082, 'fuzzy': 0.1364}"
Корж,Тесто для чебуреков зам,https://vkusvill.ru/goods/testo-dlya-cheburekov-zam-500-g-86114.html,Замороженные продукты,Замороженное тесто,1.6586,"{'title_overlap': 0.0, 'vec_sim': 0.798, 'fuzzy': 0.1481}"
Корж,"Заправка для салата ""Цитронет""",https://vkusvill.ru/goods/zapravka-dlya-salata-tsitronet-93408.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,1.6425,"{'title_overlap': 0.0, 'vec_sim': 0.8145, 'fuzzy': 0.1176}"
Корж,"Маска порошок для волос ""Хна Кассия"" Indibird",https://vkusvill.ru/goods/maska-poroshok-dlya-volos-khna-kassiya-indibird-71094.html,Индилавка: вкусы мира,Косметика,1.6372,"{'title_overlap': 0.0, 'vec_sim': 0.8075, 'fuzzy': 0.1224}"
Корж,"Заправка для яичницы ""Шакшука""",https://vkusvill.ru/goods/zapravka-dlya-yaichnitsy-shakshuka-98316.html,Консервация,Готовая еда длительного хранения,1.6351,"{'title_overlap': 0.0, 'vec_sim': 0.8104, 'fuzzy': 0.1176}"
Корж,Капсулы для стирки Персил Пауэр Колор 4в1,https://vkusvill.ru/goods/kapsuly-dlya-stirki-persil-pauer-kolor-4v1-14-sht-83007.html,Гели и капсулы для стирки,Гели и капсулы для стирки,1.6326,"{'title_overlap': 0.0, 'vec_sim': 0.7959, 'fuzzy': 0.1333}"
Корж,Дрожжи сушеные быстродействующие для сдобы,https://vkusvill.ru/goods/drozhzhi-sushenye-bystrodeystvuyushchie-dlya-sdoby-58146.html,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,1.6254,"{'title_overlap': 0.0, 'vec_sim': 0.7943, 'fuzzy': 0.1304}"
Корж,Капсулы для стирки Dolomit 4в1 Горная свежесть,https://vkusvill.ru/goods/kapsuly-dlya-stirki-dolomit-4v1-gornaya-svezhest-50-sht-89687.html,Гели и капсулы для стирки,Гели и капсулы для стирки,1.6218,"{'title_overlap': 0.0, 'vec_sim': 0.801, 'fuzzy': 0.12}"
Корж,Маргарин Пышка для выпечки 72%,https://vkusvill.ru/goods/margarin-pyshka-dlya-vypechki-72-200-g-89417.html,Масло сливочное,Масло сливочное,1.6095,"{'title_overlap': 0.0, 'vec_sim': 0.7961, 'fuzzy': 0.1176}"
Корж,"Буженина ""Сочная"" для запекания",https://vkusvill.ru/goods/buzhenina-sochnaya-dlya-zapekaniya-103904.html,"Мясо, птица",Мясо для запекания,1.6094,"{'title_overlap': 0.0, 'vec_sim': 0.7989, 'fuzzy': 0.1143}"
Корж,Зерно кукурузы Я для приготовления попкорна,https://vkusvill.ru/goods/zerno-kukuruzy-ya-dlya-prigotovleniya-popkorna-500-g-68781.html,Продукты быстрого приготовления,Продукты быстрого приготовления,1.5957,"{'title_overlap': 0.0, 'vec_sim': 0.7801, 'fuzzy': 0.1277}"
Устрицы,Устрицы живые тихоокеанские,https://vkusvill.ru/goods/ustritsy-zhivye-tikhookeanskie-sht-38884.html,"Рыба, икра и морепродукты",Рыба и морепродукты охлажденные,3.4882,"{'title_overlap': 0.3333, 'vec_sim': 0.9194, 'fuzzy': 1.0}"
Устрицы,Мидии Грея живые тихоокеанские,https://vkusvill.ru/goods/midii-greya-zhivye-tikhookeanskie-sht-81528.html,"Рыба, икра и морепродукты",Рыба и морепродукты охлажденные,1.4194,"{'title_overlap': 0.0, 'vec_sim': 0.6534, 'fuzzy': 0.1622}"
Устрицы,"Изделие х/б ""Рустик""",https://vkusvill.ru/goods/izdelie-kh-b-rustik-89622.html,Хлеб и выпечка,Хлеб на закваске,0.9009,"{'title_overlap': 0.0, 'vec_sim': 0.2536, 'fuzzy': 0.2963}"
Устрицы,Мясо криля натуральное,https://vkusvill.ru/goods/myaso-krilya-naturalnoe-105-g-14944.html,"Рыба, икра и морепродукты",Рыбные консервы,0.8335,"{'title_overlap': 0.0, 'vec_sim': 0.2906, 'fuzzy': 0.2069}"
Устрицы,"Изделие из пророщ. зерна ""Живые Зерна""",https://vkusvill.ru/goods/izdelie-iz-proroshch-zerna-zhivye-zerna-37734.html,Хлеб и выпечка,Хлеб на закваске,0.8111,"{'title_overlap': 0.0, 'vec_sim': 0.3765, 'fuzzy': 0.0889}"
Устрицы,Мидии в масле с вялеными томатами,https://vkusvill.ru/goods/midii-v-masle-s-vyalenymi-tomatami-200-g-23092.html,"Растительное и с содержанием рыбы, яиц и молока",Рыба соленая и деликатесы,0.7887,"{'title_overlap': 0.0, 'vec_sim': 0.3132, 'fuzzy': 0.15}"
Устрицы,"Изделие х/б ""Нутовый""",https://vkusvill.ru/goods/izdelie-kh-b-nutovyy-81206.html,Хлеб и выпечка,Хлебцы,0.7779,"{'title_overlap': 0.0, 'vec_sim': 0.2536, 'fuzzy': 0.2143}"
Устрицы,Мидии вяленые,https://vkusvill.ru/goods/midii-vyalenye-ves-91600.html,"Рыба, икра и морепродукты","Рыба вяленая, снеки",0.7528,"{'title_overlap': 0.0, 'vec_sim': 0.3349, 'fuzzy': 0.1}"
Устрицы,Лед Мослед пищевой Сферы,https://vkusvill.ru/goods/led-mosled-pishchevoy-sfery-430-g-86121.html,Лёд,Лёд,0.741,"{'title_overlap': 0.0, 'vec_sim': 0.2504, 'fuzzy': 0.1935}"
Устрицы,Яичница глазунья с пикантной сосиской и томатами,https://vkusvill.ru/goods/yaichnitsa-glazunya-s-pikantnoy-sosiskoy-i-tomatami-82711.html,Завтраки,Омлеты и завтраки с яйцом,0.7319,"{'title_overlap': 0.0, 'vec_sim': 0.2551, 'fuzzy': 0.1818}"
Устрицы,"Изделие х/б из гречневой муки с вялеными томатами без глютена, замороженное",https://vkusvill.ru/goods/izdelie-kh-b-iz-grechnevoy-muki-s-vyalenymi-tomatami-bez-glyutena-zamorozhennoe-111921.html,Замороженные продукты,Замороженная выпечка и пироги,0.7319,"{'title_overlap': 0.0, 'vec_sim': 0.3253, 'fuzzy': 0.0976}"
Устрицы,Перчик халапеньо маринованный,https://vkusvill.ru/goods/perchik-khalapeno-marinovannyy-250-g-83636.html,Консервация,"Огурцы, помидоры, каперсы",0.7277,"{'title_overlap': 0.0, 'vec_sim': 0.2654, 'fuzzy': 0.1667}"
Устрицы,Хумус с вялеными помидорами,https://vkusvill.ru/goods/khumus-s-vyalenymi-pomidorami-21408.html,Хиты,Легенды ВкусВилла,0.7254,"{'title_overlap': 0.0, 'vec_sim': 0.3049, 'fuzzy': 0.1176}"
Устрицы,"Изделие из п/з ""Пророщенное зерно с семечками""",https://vkusvill.ru/goods/izdelie-iz-p-z-proroshchennoe-zerno-s-semechkami-100816.html,Хлеб и выпечка,Хлеб на закваске,0.7202,"{'title_overlap': 0.0, 'vec_sim': 0.3372, 'fuzzy': 0.0755}"
Устрицы,"Изделие х/б ""Хлебушек дворянский элитный""",https://vkusvill.ru/goods/izdelie-kh-b-khlebushek-dvoryanskiy-elitnyy-1171.html,Продукты без лактозы,Хлеб и выпечка без лактозы,0.7145,"{'title_overlap': 0.0, 'vec_sim': 0.258, 'fuzzy': 0.1667}"
Устрицы,Мясо краба камчатского первая фаланга,https://vkusvill.ru/goods/myaso-kraba-kamchatskogo-pervaya-falanga-500-g-56708.html,"Рыба, икра и морепродукты",Рыбные консервы,0.7097,"{'title_overlap': 0.0, 'vec_sim': 0.3185, 'fuzzy': 0.0909}"
Устрицы,"Изделие цельнозерновое без муки ""Полбяной с пажитником""",https://vkusvill.ru/goods/izdelie-tselnozernovoe-bez-muki-polbyanoy-s-pazhitnikom-69091.html,Продукты без лактозы,Хлеб и выпечка без лактозы,0.7057,"{'title_overlap': 0.0, 'vec_sim': 0.2845, 'fuzzy': 0.129}"
Устрицы,Крабовое мясо Снежный краб,https://vkusvill.ru/goods/krabovoe-myaso-snezhnyy-krab-imitatsiya-200-g-94391.html,"Рыба, икра и морепродукты",Крабовые палочки и крабы,0.6934,"{'title_overlap': 0.0, 'vec_sim': 0.2842, 'fuzzy': 0.1212}"
Устрицы,"Изделие цельнозер. без муки ""Целебный"" с цикорием",https://vkusvill.ru/goods/izdelie-tselnozer-bez-muki-tselebnyy-s-tsikoriem-17243.html,Продукты без лактозы,Хлеб и выпечка без лактозы,0.6878,"{'title_overlap': 0.0, 'vec_sim': 0.2631, 'fuzzy': 0.1429}"
Устрицы,"Изделие х/б ""Бородинский"" бездрожжевой",https://vkusvill.ru/goods/izdelie-kh-b-borodinskiy-bezdrozhzhevoy-26198.html,Хлеб и выпечка,Просто хлеб,0.6778,"{'title_overlap': 0.0, 'vec_sim': 0.2654, 'fuzzy': 0.1333}"
Хлопья панировочные,Хлопья овсяные,https://vkusvill.ru/goods/khlopya-ovsyanye-400-g-64315.html,"Крупы, макароны, мука","Сухие завтраки, хлопья и мюсли",3.21,"{'title_overlap': 0.3333, 'vec_sim': 0.9921, 'fuzzy': 0.7273}"
