ingredient,match_title,match_category,match_subcategory,match_id,score,reasons
Пищевая добавка,Соль пищевая каменная,"Масла, соусы, специи, сахар и соль",Соль,8243.0,2.9915,"{'title_overlap': 0.25, 'vec_sim': 0.9928, 'fuzzy': 0.6364}"
Филе индейки,Филе индейки малое,"Мясо, птица",Индейка,1587.0,3.9476,"{'title_overlap': 0.6667, 'vec_sim': 0.9894, 'fuzzy': 1.0}"
Филе индейки,Филе бедра индейки,"Мясо, птица",Индейка,1563.0,3.9292,"{'title_overlap': 0.6667, 'vec_sim': 0.9792, 'fuzzy': 1.0}"
Филе индейки,Филе бедра индейки,"Мясо, птица",Индейка,1559.0,3.9292,"{'title_overlap': 0.6667, 'vec_sim': 0.9792, 'fuzzy': 1.0}"
Портулак,Ассорти соленое,Консервация,"Хумус, закуски и соленья",135.0,0.1043,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1043}"
Тилапия,"Тилапия филе без кожи, зам","Рыба, икра и морепродукты",Рыба замороженная,9164.0,3.0746,"{'title_overlap': 0.2, 'vec_sim': 0.7637, 'fuzzy': 1.0}"
Тилапия,Тилапия филе без кожи зам,"Рыба, икра и морепродукты",Рыба замороженная,9163.0,3.0746,"{'title_overlap': 0.2, 'vec_sim': 0.7637, 'fuzzy': 1.0}"
Тилапия,Тилапия филе без кожи зам,"Рыба, икра и морепродукты",Рыба замороженная,9162.0,3.0746,"{'title_overlap': 0.2, 'vec_sim': 0.7637, 'fuzzy': 1.0}"
Крупа пшеничная,Крупа пшеничная Мистраль Кускус,Крупы и бобовые,Крупы и бобовые,3837.0,3.7024,"{'title_overlap': 0.5, 'vec_sim': 0.9458, 'fuzzy': 1.0}"
Крупа пшеничная,Крупа пшеничная Мистраль Булгур,Крупы и бобовые,Крупы и бобовые,3836.0,3.677,"{'title_overlap': 0.5, 'vec_sim': 0.9316, 'fuzzy': 1.0}"
Крупа пшеничная,Крупа пшеничная Увелка 5х,Крупы и бобовые,Крупы и бобовые,3838.0,3.6307,"{'title_overlap': 0.5, 'vec_sim': 0.9059, 'fuzzy': 1.0}"
Рассол,Арахис сырой,"Орехи, чипсы и снеки",Орехи,59.0,0.1667,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1667}"
Желудок,Апельсин дольки,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,43.0,0.1364,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1364}"
Редис,Редис,Овощи,"Редис, редька, дайкон",7004.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Редис,Редис дайкон,Овощи,"Редис, редька, дайкон",7005.0,3.3121,"{'title_overlap': 0.5, 'vec_sim': 0.7289, 'fuzzy': 1.0}"
Редис,Редис свежий,Овощи,"Редис, редька, дайкон",7006.0,3.0938,"{'title_overlap': 0.5, 'vec_sim': 0.6077, 'fuzzy': 1.0}"
Вино игристое сухое,"Вино ""Симпли 0"" безалкогольное игристое белое сладкое",Напитки,Безалкогольное пиво и вино,9883.0,2.9628,"{'title_overlap': 0.25, 'vec_sim': 0.83, 'fuzzy': 0.8125}"
Вино игристое сухое,"Вино ""Симпли 0"" безалкогольное розовое сладкое",Напитки,Безалкогольное пиво и вино,9885.0,2.2557,"{'title_overlap': 0.125, 'vec_sim': 0.8248, 'fuzzy': 0.4308}"
Вино игристое сухое,"Вино ""Симпли 0"" безалкогольное белое сладкое",Напитки,Безалкогольное пиво и вино,9882.0,2.2351,"{'title_overlap': 0.125, 'vec_sim': 0.8284, 'fuzzy': 0.4127}"
Конгрио,Конгрио филе-кусок на коже зам,"Рыба, икра и морепродукты",Рыба замороженная,3479.0,3.0664,"{'title_overlap': 0.1667, 'vec_sim': 0.7776, 'fuzzy': 1.0}"
Конгрио,Семга филе-кусок на коже зам,"Рыба, икра и морепродукты",Рыба замороженная,7434.0,1.8474,"{'title_overlap': 0.0, 'vec_sim': 0.7406, 'fuzzy': 0.3429}"
Конгрио,Нерка филе на коже зам,"Рыба, икра и морепродукты",Рыба замороженная,5541.0,1.7119,"{'title_overlap': 0.0, 'vec_sim': 0.6637, 'fuzzy': 0.3448}"
Маш,Маш,"Крупы, макароны, мука",Крупы,4492.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Маш,"Облепиха, свежезамороженная",Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",5560.0,0.7761,"{'title_overlap': 0.0, 'vec_sim': 0.32, 'fuzzy': 0.1333}"
Маш,Ежевика свежезамороженная,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",1484.0,0.7524,"{'title_overlap': 0.0, 'vec_sim': 0.299, 'fuzzy': 0.1429}"
Аммоний пищевой,Лед пищевой,Напитки,Лёд для напитков и шарики бабл ти,4056.0,3.2699,"{'title_overlap': 0.3333, 'vec_sim': 0.9833, 'fuzzy': 0.7778}"
Аммоний пищевой,Лед пищевой,Напитки,Лёд для напитков и шарики бабл ти,4055.0,3.2699,"{'title_overlap': 0.3333, 'vec_sim': 0.9833, 'fuzzy': 0.7778}"
Аммоний пищевой,Лед пищевой,Напитки,Лёд для напитков и шарики бабл ти,4054.0,3.2699,"{'title_overlap': 0.3333, 'vec_sim': 0.9833, 'fuzzy': 0.7778}"
Урбеч,"Паста ""Урбеч"" из ядер кешью",Консервация,"Сиропы, пасты и сгущёнка",5942.0,2.2402,"{'title_overlap': 0.2, 'vec_sim': 0.873, 'fuzzy': 0.3125}"
Урбеч,"Паста ""Урбеч"" из ядер миндаля, Nutvill",Индилавка: вкусы мира,"Крупы, мука, соусы, масла",5943.0,2.095,"{'title_overlap': 0.1667, 'vec_sim': 0.8775, 'fuzzy': 0.2326}"
Урбеч,"Паста ""Урбеч"" из мякоти кокоса, Nutvill","Сладости, десерты",Ореховые пасты и урбечи,5940.0,2.0714,"{'title_overlap': 0.1667, 'vec_sim': 0.8688, 'fuzzy': 0.2273}"
Карри,Карри листья Золото Индии,Индилавка: вкусы мира,Пряности и специи,2413.0,3.4268,"{'title_overlap': 0.25, 'vec_sim': 0.9315, 'fuzzy': 1.0}"
Карри,Смесьеций для карри Золото Индии,Индилавка: вкусы мира,Пряности и специи,7998.0,3.2748,"{'title_overlap': 0.2, 'vec_sim': 0.8749, 'fuzzy': 1.0}"
Карри,Смесьеций для курицы карри Золото Индии,Индилавка: вкусы мира,Пряности и специи,7999.0,3.1827,"{'title_overlap': 0.1667, 'vec_sim': 0.8422, 'fuzzy': 1.0}"
Пектин,Апельсины,Фрукты,Цитрусовые,50.0,0.16,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.16}"
Пряник,"Пряник ""Паломник""",Сладости и десерты,Вафли и пряники,6883.0,3.7999,"{'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Пряник,"Пряник ""Монстрики""",Сладости и десерты,Вафли и пряники,6881.0,3.7984,"{'title_overlap': 0.5, 'vec_sim': 0.9991, 'fuzzy': 1.0}"
Пряник,"Пряник ""Постный""",Сладости и десерты,Вафли и пряники,6884.0,3.7323,"{'title_overlap': 0.5, 'vec_sim': 0.9624, 'fuzzy': 1.0}"
Ерш,"Арбузный фреш, ФРЕШ",Напитки,Соки,84.0,0.0818,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.0818}"
Креветки,Креветки северные в/м 120+,"Рыба, икра и морепродукты",Морепродукты замороженные,3741.0,3.3308,"{'title_overlap': 0.2, 'vec_sim': 0.906, 'fuzzy': 1.0}"
Креветки,"Креветки северные 120+, в/м","Рыба, икра и морепродукты",Морепродукты замороженные,3738.0,3.3308,"{'title_overlap': 0.2, 'vec_sim': 0.906, 'fuzzy': 1.0}"
Креветки,"Креветки белоногие ""Королевские"" в/м 50/60","Рыба, икра и морепродукты",Морепродукты замороженные,3727.0,3.3163,"{'title_overlap': 0.1429, 'vec_sim': 0.9297, 'fuzzy': 1.0}"
Карась,Авокадо Хасс,"Овощи, фрукты, ягоды, зелень",Авокадо,146.0,0.1333,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1333}"
Орехи бразильские,Орехи кедровые очищенные,"Орехи, чипсы и снеки",Орехи,5736.0,2.3416,"{'title_overlap': 0.25, 'vec_sim': 0.7832, 'fuzzy': 0.4545}"
Орехи бразильские,Орехи кедровые очищенные дальневосточные,"Орехи, чипсы и снеки",Орехи,5737.0,2.2988,"{'title_overlap': 0.2, 'vec_sim': 0.7859, 'fuzzy': 0.4561}"
Орехи бразильские,Кедровые орехи Семушка,"Орехи, семечки","Орехи, семечки",2524.0,2.1792,"{'title_overlap': 0.25, 'vec_sim': 0.6872, 'fuzzy': 0.4615}"
Унаби,Ананас кубики,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,19.0,0.1333,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1333}"
Жмых овощной,Бульон овощной сухой,"Масла, соусы, специи, сахар и соль",Специи,787.0,2.8113,"{'title_overlap': 0.25, 'vec_sim': 0.8089, 'fuzzy': 0.7368}"
Жмых овощной,Овощной микс с кабачком Бондюэль Завтрак замороженный,Замороженные смеси,Замороженные смеси,5775.0,2.5148,"{'title_overlap': 0.125, 'vec_sim': 0.7137, 'fuzzy': 0.7368}"
Жмых овощной,Овощной микс с томатами Бондюэль Завтрак замороженный,Замороженные овощи,Замороженные овощи,5776.0,2.5105,"{'title_overlap': 0.125, 'vec_sim': 0.7112, 'fuzzy': 0.7368}"
Алкоголь,Артишоки гриль,Консервация,"Хумус, закуски и соленья",88.0,0.1364,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1364}"
Наршараб,Соус-приправа Кинто Наршараб гранатовый с/б,Соусы,Соусы,8441.0,3.1897,"{'title_overlap': 0.1429, 'vec_sim': 0.8593, 'fuzzy': 1.0}"
Наршараб,Соус IORI Наршараб гранатовый,Соусы,Соусы,8404.0,3.1016,"{'title_overlap': 0.25, 'vec_sim': 0.7509, 'fuzzy': 1.0}"
Наршараб,"Соус ""Тартар""","Масла, соусы, специи, сахар и соль",Соусы и уксус,8462.0,1.7861,"{'title_overlap': 0.0, 'vec_sim': 0.6748, 'fuzzy': 0.381}"
Грибы маринованные,Грибы дреные черные моэр маринованные,Консервация,Грибы,2025.0,3.6973,"{'title_overlap': 0.4, 'vec_sim': 0.9985, 'fuzzy': 1.0}"
Грибы маринованные,Грибы опята маринованные в масляной заливке,Консервация,Грибы,2031.0,3.4642,"{'title_overlap': 0.3333, 'vec_sim': 0.906, 'fuzzy': 1.0}"
Грибы маринованные,Грибы Скатерть Самобранка опята маринованные отборные с/б,Грибные консервы,Грибные консервы,2047.0,3.3195,"{'title_overlap': 0.25, 'vec_sim': 0.872, 'fuzzy': 1.0}"
Нектарин,Нектарин,Фрукты,Прочие фрукты,5537.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Нектарин,Лукум сбивной ванильный,Сладости и десерты,"Зефир, пастила, безе и мармелад",4208.0,1.014,"{'title_overlap': 0.0, 'vec_sim': 0.3483, 'fuzzy': 0.2581}"
Нектарин,"Эклер ""Ванильный""",Сладости и десерты,Пирожные и десерты,1447.0,0.9411,"{'title_overlap': 0.0, 'vec_sim': 0.3229, 'fuzzy': 0.24}"
Желатин,Желатин пищевой,"Масла, соусы, специи, сахар и соль",Специи,10404.0,3.6602,"{'title_overlap': 0.5, 'vec_sim': 0.9223, 'fuzzy': 1.0}"
Желатин,Желатин Dr. Bakers пищевой,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",10403.0,3.3675,"{'title_overlap': 0.25, 'vec_sim': 0.8986, 'fuzzy': 1.0}"
Желатин,Агар Dr. Bakers пищевой,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",12.0,1.797,"{'title_overlap': 0.0, 'vec_sim': 0.8872, 'fuzzy': 0.1333}"
Фрукты,Мармелад Mamba Фрумеладки фрукты и йогурт,"Зефир, мармелад, пастила","Зефир, мармелад, пастила",4446.0,3.0577,"{'title_overlap': 0.1667, 'vec_sim': 0.7728, 'fuzzy': 1.0}"
Фрукты,Драже жевательное Mentos фрукты,Сладости и десерты без глютена,Шоколад и конфеты,1385.0,2.7896,"{'title_overlap': 0.25, 'vec_sim': 0.5775, 'fuzzy': 1.0}"
Фрукты,Мармелад Mamba Фрумеладки сочный центр,Сладости и десерты без глютена,"Мармелад, зефир и пастила",4448.0,1.6202,"{'title_overlap': 0.0, 'vec_sim': 0.7107, 'fuzzy': 0.2273}"
