ingredient,match_title,match_category,match_subcategory,match_id,score,reasons
Оливки зеленые,Оливки зеленые фаршированные миндалем,Консервация,Оливки и маслины,5679.0,3.7196,"{'title_overlap': 0.5, 'vec_sim': 0.9553, 'fuzzy': 1.0}"
Оливки зеленые,Оливки зеленые с косточкой Монастырские,Консервация,Оливки и маслины,5685.0,3.6364,"{'title_overlap': 0.4, 'vec_sim': 0.9647, 'fuzzy': 1.0}"
Каштан,Банан,Фрукты,Бананы,256.0,0.1636,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1636}"
Манго,Манго Кент,Фрукты,Экзотические фрукты,4405.0,3.7995,"{'title_overlap': 0.5, 'vec_sim': 0.9997, 'fuzzy': 1.0}"
Манго,Манго Кастури,Фрукты,Экзотические фрукты,4404.0,3.7995,"{'title_overlap': 0.5, 'vec_sim': 0.9997, 'fuzzy': 1.0}"
Манго,Манго Египет крупное,Фрукты,Экзотические фрукты,4402.0,3.6079,"{'title_overlap': 0.3333, 'vec_sim': 0.9859, 'fuzzy': 1.0}"
Масло сливочное,"Масло сливочное ""Белорусское"" 84 %","Молочные продукты, яйцо",Масло сливочное,4577.0,3.7975,"{'title_overlap': 0.5, 'vec_sim': 0.9986, 'fuzzy': 1.0}"
Масло сливочное,"Масло сливочное ""Белорусское"" 84 %","Молочные продукты, яйцо",Масло сливочное,4576.0,3.7975,"{'title_overlap': 0.5, 'vec_sim': 0.9986, 'fuzzy': 1.0}"
Масло сливочное,"Масло сливочное солёное 80%, г.Вологда","Молочные продукты, яйцо",Масло сливочное,4586.0,3.6272,"{'title_overlap': 0.3333, 'vec_sim': 0.9966, 'fuzzy': 1.0}"
Орешки,Артишоки гриль,Консервация,"Хумус, закуски и соленья",88.0,0.12,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.12}"
Лед,Лед пищевой,Напитки,Лёд для напитков и шарики бабл ти,4056.0,3.7823,"{'title_overlap': 0.5, 'vec_sim': 0.9902, 'fuzzy': 1.0}"
Лед,Лед пищевой,Напитки,Лёд для напитков и шарики бабл ти,4055.0,3.7823,"{'title_overlap': 0.5, 'vec_sim': 0.9902, 'fuzzy': 1.0}"
Лед,Лед пищевой,Напитки,Лёд для напитков и шарики бабл ти,4054.0,3.7823,"{'title_overlap': 0.5, 'vec_sim': 0.9902, 'fuzzy': 1.0}"
Липаза,Айва,Фрукты,Прочие фрукты,223.0,0.12,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.12}"
Вода цветочная апельсиновая,Вода родниковая газированная,Напитки,Вода,10038.0,2.7597,"{'title_overlap': 0.2, 'vec_sim': 0.9372, 'fuzzy': 0.5818}"
Вода цветочная апельсиновая,Вода родниковая газированная,Напитки,Вода,10037.0,2.7597,"{'title_overlap': 0.2, 'vec_sim': 0.9372, 'fuzzy': 0.5818}"
Вода цветочная апельсиновая,Вода природная,Напитки,Вода,10035.0,2.7383,"{'title_overlap': 0.25, 'vec_sim': 0.9352, 'fuzzy': 0.5366}"
Кактус,Мороженое Чистая Линияелый Кактус Арахис карамель с соленой карамелью,Мороженое,Мороженое,4901.0,2.998,"{'title_overlap': 0.1111, 'vec_sim': 0.7705, 'fuzzy': 1.0}"
Кактус,Мороженое Чистая Линияелый Кактус эскимо ванильный с малиновым наполнителем в глазури,Мороженое,Мороженое,4902.0,2.7904,"{'title_overlap': 0.0909, 'vec_sim': 0.6664, 'fuzzy': 1.0}"
Кактус,Мороженое Чистая линия Московская лакомка,Мороженое,Мороженое,4896.0,1.2487,"{'title_overlap': 0.0, 'vec_sim': 0.5519, 'fuzzy': 0.1702}"
Каша,"Каша ""Льняная""","Крупы, макароны, мука",Каши,2471.0,3.7998,"{'title_overlap': 0.5, 'vec_sim': 0.9999, 'fuzzy': 1.0}"
Каша,Каша овсяная Быстров Ассорти,Каши,Каши,2484.0,3.1157,"{'title_overlap': 0.25, 'vec_sim': 0.7587, 'fuzzy': 1.0}"
Каша,"Каша протеиновая ""Овсяная"" яблоко-корица / Здоровье",Спортивное питание,"Каша протеиновая ""Овсяная"" яблоко-корица",2497.0,3.0966,"{'title_overlap': 0.1667, 'vec_sim': 0.7944, 'fuzzy': 1.0}"
Арбуз,Арбуз,Фрукты,Арбузы и дыни,77.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Арбуз,Арбуз Берёзка,Фрукты,Арбузы и дыни,79.0,3.7997,"{'title_overlap': 0.5, 'vec_sim': 0.9998, 'fuzzy': 1.0}"
Арбуз,Арбуз Иран,Фрукты,Арбузы и дыни,81.0,3.7968,"{'title_overlap': 0.5, 'vec_sim': 0.9982, 'fuzzy': 1.0}"
Разрыхлитель,Разрыхлитель теста Dr. Bakers,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",6998.0,3.5029,"{'title_overlap': 0.25, 'vec_sim': 0.9739, 'fuzzy': 1.0}"
Разрыхлитель,Разрыхлитель Dr.Bakers для бисквита,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",6996.0,3.4145,"{'title_overlap': 0.2, 'vec_sim': 0.9525, 'fuzzy': 1.0}"
Разрыхлитель,Разрыхлитель С.Пудовъ для теста,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",6997.0,2.3708,"{'title_overlap': 0.2, 'vec_sim': 0.3727, 'fuzzy': 1.0}"
Пралине,"Батончик ""Миндальное пралине с арахисом""",Сладости и десерты,Шоколад и батончики,344.0,2.2847,"{'title_overlap': 0.2, 'vec_sim': 0.3248, 'fuzzy': 1.0}"
Пралине,"Конфеты шоколадные ""Пралине""",Сладости и десерты,"Конфеты, карамель",3435.0,2.2705,"{'title_overlap': 0.3333, 'vec_sim': 0.7429, 'fuzzy': 0.4}"
Пралине,Вафельные трубочки Dermisis с шоколадно-ореховой начинкой пралине,"Вафли, пряники","Вафли, пряники",9652.0,2.1058,"{'title_overlap': 0.125, 'vec_sim': 0.2671, 'fuzzy': 1.0}"
Стевия,Подсластитель Milford Стевия в дозаторе 370 таблеток,Можно при диабете,Заменители сахара и подсластители,6731.0,2.9563,"{'title_overlap': 0.1429, 'vec_sim': 0.7297, 'fuzzy': 1.0}"
Стевия,Тыква декоративная в ассортименте,Овощи,"Кабачки, цукини, тыква",9583.0,1.3248,"{'title_overlap': 0.0, 'vec_sim': 0.4796, 'fuzzy': 0.3077}"
Стевия,Мята свежая в лотке,Зелень и салаты,Зелень,5138.0,1.303,"{'title_overlap': 0.0, 'vec_sim': 0.4572, 'fuzzy': 0.32}"
Калинджи,Аджика,Консервация,"Хумус, закуски и соленья",5.0,0.1714,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1714}"
Галета,Галета с вишней,Сладости и десерты,Пирожные и десерты,1803.0,3.5188,"{'title_overlap': 0.3333, 'vec_sim': 0.9363, 'fuzzy': 1.0}"
Галета,Слойка с вишней,Хлеб и выпечка,Сладкая сдоба и булочки,7897.0,1.9353,"{'title_overlap': 0.0, 'vec_sim': 0.9164, 'fuzzy': 0.1905}"
Галета,"Корзиночки песочные ""Ягодные"" с вишней",Сладости и десерты,Печенье,3527.0,1.7733,"{'title_overlap': 0.0, 'vec_sim': 0.9094, 'fuzzy': 0.0909}"
Редька дайкон,Редис дайкон,Овощи,"Редис, редька, дайкон",7005.0,2.7812,"{'title_overlap': 0.3333, 'vec_sim': 0.6932, 'fuzzy': 0.8}"
Редька дайкон,Салат из редьки Дайкон по-корейски,Консервация,"Хумус, закуски и соленья",7240.0,2.5813,"{'title_overlap': 0.1429, 'vec_sim': 0.8284, 'fuzzy': 0.6316}"
Редька дайкон,Редька зеленая,Овощи,"Редис, редька, дайкон",7007.0,2.1047,"{'title_overlap': 0.3333, 'vec_sim': 0.4578, 'fuzzy': 0.6316}"
Жмых фруктовый,Фруктовый микс,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,1793.0,3.0557,"{'title_overlap': 0.3333, 'vec_sim': 0.8577, 'fuzzy': 0.7857}"
Жмых фруктовый,Фруктовый микс,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,1792.0,3.0557,"{'title_overlap': 0.3333, 'vec_sim': 0.8577, 'fuzzy': 0.7857}"
Жмых фруктовый,Фруктовый микс,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,1791.0,3.0557,"{'title_overlap': 0.3333, 'vec_sim': 0.8577, 'fuzzy': 0.7857}"
Джем абрикосовый,Джем десертный абрикосовый,Консервация,"Варенье, джемы, пюре",1416.0,3.9577,"{'title_overlap': 0.6667, 'vec_sim': 0.995, 'fuzzy': 1.0}"
Джем абрикосовый,Джем алычовый,Консервация,"Варенье, джемы, пюре",1413.0,3.1575,"{'title_overlap': 0.3333, 'vec_sim': 0.9942, 'fuzzy': 0.6897}"
Джем абрикосовый,Джем брусничный,Консервация,"Варенье, джемы, пюре",1414.0,3.0722,"{'title_overlap': 0.3333, 'vec_sim': 0.984, 'fuzzy': 0.6452}"
Эскалоп,Эскалоп свиной,"Мясо, птица",Свинина,1460.0,3.7696,"{'title_overlap': 0.5, 'vec_sim': 0.9831, 'fuzzy': 1.0}"
Эскалоп,Эскалоп свиной,"Мясо, птица",Свинина,1459.0,3.7696,"{'title_overlap': 0.5, 'vec_sim': 0.9831, 'fuzzy': 1.0}"
Эскалоп,Карбонад свиной,"Мясо, птица",Свинина,2398.0,2.1563,"{'title_overlap': 0.0, 'vec_sim': 0.9707, 'fuzzy': 0.2727}"
Спагетти,"Багет ""Французский""",Продукты без лактозы,Хлеб и выпечка без лактозы,232.0,0.1111,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1111}"
Фундук,Фундук жареный,"Орехи, чипсы и снеки",Орехи,1802.0,3.2836,"{'title_overlap': 0.5, 'vec_sim': 0.7131, 'fuzzy': 1.0}"
Фундук,Фундук жареный,"Орехи, чипсы и снеки",Орехи,1801.0,3.2836,"{'title_overlap': 0.5, 'vec_sim': 0.7131, 'fuzzy': 1.0}"
Фундук,Фундук жареный,"Орехи, чипсы и снеки",Орехи,1800.0,3.2836,"{'title_overlap': 0.5, 'vec_sim': 0.7131, 'fuzzy': 1.0}"
Грибы консервированные,Грибы Эноки,"Овощи, фрукты, ягоды, зелень",Грибы,2027.0,3.0328,"{'title_overlap': 0.3333, 'vec_sim': 0.9789, 'fuzzy': 0.625}"
Грибы консервированные,Грибы Опята,"Овощи, фрукты, ягоды, зелень",Грибы,2030.0,3.027,"{'title_overlap': 0.3333, 'vec_sim': 0.9756, 'fuzzy': 0.625}"
Грибы консервированные,Грибы Эринги,"Овощи, фрукты, ягоды, зелень",Грибы,2028.0,2.9777,"{'title_overlap': 0.3333, 'vec_sim': 0.9789, 'fuzzy': 0.5882}"
Вода минеральная,"Вода минеральная ""Псыж""",Напитки,Вода,9985.0,3.9657,"{'title_overlap': 0.6667, 'vec_sim': 0.9994, 'fuzzy': 1.0}"
Вода минеральная,"Вода минеральная ""Псыж""",Напитки,Вода,9984.0,3.9657,"{'title_overlap': 0.6667, 'vec_sim': 0.9994, 'fuzzy': 1.0}"
Вода минеральная,"Вода минеральная ""Набеглави""",Напитки,Вода,9965.0,3.9655,"{'title_overlap': 0.6667, 'vec_sim': 0.9994, 'fuzzy': 1.0}"
Финик,"Финик ""Меджул"" с грецким орехом","Орехи, чипсы и снеки",Сухофрукты,1636.0,2.8251,"{'title_overlap': 0.2, 'vec_sim': 0.6251, 'fuzzy': 1.0}"
Финик,Шоколад Sweet Bean на сиропе цикория Финик и Малина,Сладости и десерты,"Печенье, конфеты, сладости",7737.0,2.0909,"{'title_overlap': 0.1111, 'vec_sim': 0.2666, 'fuzzy': 1.0}"
Финик,"Конфета ручной работы фруктово-ореховая ""Финик, миндаль"", кафе",Сладости и десерты,"Конфеты, карамель",3368.0,1.5815,"{'title_overlap': 0.125, 'vec_sim': 0.6848, 'fuzzy': 0.1493}"
Круассан,Круассан сырный,Хлеб и выпечка,Круассаны,3796.0,3.7849,"{'title_overlap': 0.5, 'vec_sim': 0.9916, 'fuzzy': 1.0}"
Круассан,Круассан миндальный,Хлеб и выпечка,Круассаны,3761.0,3.7656,"{'title_overlap': 0.5, 'vec_sim': 0.9809, 'fuzzy': 1.0}"
Круассан,Круассан миндальный,Хлеб и выпечка,Круассаны,3760.0,3.7656,"{'title_overlap': 0.5, 'vec_sim': 0.9809, 'fuzzy': 1.0}"
Каркаде,Напиток чайный Каркаде,Чай и кофе,Сборы и травяные чаи,5251.0,3.3843,"{'title_overlap': 0.3333, 'vec_sim': 0.8617, 'fuzzy': 1.0}"
Каркаде,"Напиток чайный ""Каркаде""",Чай,Сборы и травяные чаи,5250.0,2.5617,"{'title_overlap': 0.3333, 'vec_sim': 0.8617, 'fuzzy': 0.4516}"
Каркаде,"Напиток чайный ""Шиповник королевский""",Чай,Сборы и травяные чаи,5258.0,1.8096,"{'title_overlap': 0.0, 'vec_sim': 0.8538, 'fuzzy': 0.1818}"
Семена льна,Семена чиа,"Орехи, чипсы и снеки",Семечки и семена,7428.0,3.1469,"{'title_overlap': 0.3333, 'vec_sim': 0.9282, 'fuzzy': 0.7619}"
Семена льна,Семена тыквы в карамели,"Орехи, чипсы и снеки",Семечки и семена,7431.0,2.3442,"{'title_overlap': 0.2, 'vec_sim': 0.603, 'fuzzy': 0.7059}"
Семена льна,Семена тыквы в карамели,"Орехи, чипсы и снеки",Семечки и семена,7430.0,2.3442,"{'title_overlap': 0.2, 'vec_sim': 0.603, 'fuzzy': 0.7059}"
Суп пакетный,Суп Yelli Семь бобов,Продукты быстрого приготовления,Продукты быстрого приготовления,8651.0,2.5967,"{'title_overlap': 0.2, 'vec_sim': 0.9982, 'fuzzy': 0.4}"
Суп пакетный,Суп грибной с яйцом,"Крупы, макароны, мука",Смеси для супов,8585.0,2.4518,"{'title_overlap': 0.2, 'vec_sim': 0.9177, 'fuzzy': 0.4}"
Суп пакетный,Грибной супчик,Консервация,Супы и заготовки для супа,2023.0,2.3962,"{'title_overlap': 0.0, 'vec_sim': 0.9466, 'fuzzy': 0.4615}"
Лосось,Лосось стейк с кожей на гриле,"Рыба, икра и морепродукты",Рыба жареная и на пару,4181.0,3.0347,"{'title_overlap': 0.1667, 'vec_sim': 0.76, 'fuzzy': 1.0}"
Лосось,Лосось стейк с кожей в маринаде на гриле,"Рыба, икра и морепродукты",Рыба жареная и на пару,4183.0,2.984,"{'title_overlap': 0.125, 'vec_sim': 0.755, 'fuzzy': 1.0}"
Лосось,Лосось стейк с кожей на пару,"Рыба, икра и морепродукты",Рыба жареная и на пару,4182.0,2.9483,"{'title_overlap': 0.1667, 'vec_sim': 0.712, 'fuzzy': 1.0}"
Кэроб,Чай Ahmad tea Beauty Персик кэроб роза пакетированный 20х,Пакетированный,Пакетированный,837.0,3.1171,"{'title_overlap': 0.1111, 'vec_sim': 0.8366, 'fuzzy': 1.0}"
Кэроб,"Гранола ""Амарант и кэроб""","Крупы, макароны, мука","Сухие завтраки, хлопья и мюсли",1975.0,1.3238,"{'title_overlap': 0.25, 'vec_sim': 0.3188, 'fuzzy': 0.3333}"
Кэроб,Чай травяной Greenfield Camomile Meadow пакетированный 25х,Пакетированный,Пакетированный,942.0,1.2809,"{'title_overlap': 0.0, 'vec_sim': 0.6323, 'fuzzy': 0.0952}"
Момордика,Аджика,Консервация,"Хумус, закуски и соленья",5.0,0.16,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.16}"
Бальзамик,Бананы мини,Фрукты,Бананы,261.0,0.15,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.15}"
Масло тыквенное,Масло тыквенное Gea нерафинированное Словения,Другие масла,Другие масла,4593.0,3.6106,"{'title_overlap': 0.4, 'vec_sim': 0.9503, 'fuzzy': 1.0}"
Масло тыквенное,Масло кунжутное,"Масла, соусы, специи, сахар и соль",Растительные масла,4521.0,2.0321,"{'title_overlap': 0.3333, 'vec_sim': 0.9993, 'fuzzy': 0.7333}"
Масло тыквенное,Масло топленое,"Молочные продукты, яйцо",Масло сливочное,4589.0,2.0246,"{'title_overlap': 0.3333, 'vec_sim': 0.9741, 'fuzzy': 0.7586}"
Смесь порошковая,"Смесь хлопьев ""Мультизлаковая""","Крупы, макароны, мука",Каши,7934.0,1.5412,"{'title_overlap': 0.25, 'vec_sim': 0.9854, 'fuzzy': 0.4783}"
Смесь порошковая,"Смесь ягодная, быстрозамороженная",Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",8008.0,1.5307,"{'title_overlap': 0.25, 'vec_sim': 0.97, 'fuzzy': 0.4898}"
Смесь порошковая,Смесь жареных орехов,"Орехи, чипсы и снеки",Орехи,8012.0,1.4577,"{'title_overlap': 0.25, 'vec_sim': 0.8746, 'fuzzy': 0.5556}"
Сироп клюквенный,Морс клюквенный,Напитки,Морсы,5035.0,3.0134,"{'title_overlap': 0.3333, 'vec_sim': 0.8223, 'fuzzy': 0.8}"
Сироп клюквенный,Морс клюквенный,Хиты,Напитки,5034.0,3.0134,"{'title_overlap': 0.3333, 'vec_sim': 0.8223, 'fuzzy': 0.8}"
Сироп клюквенный,Морс клюквенный концентрированный,Напитки,Морсы,5036.0,2.8731,"{'title_overlap': 0.25, 'vec_sim': 0.8163, 'fuzzy': 0.7692}"
Мука миндальная,Мука миндальная,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5083.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Мука миндальная,Мука рисовая,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5094.0,2.9958,"{'title_overlap': 0.3333, 'vec_sim': 0.9853, 'fuzzy': 0.5926}"
Мука миндальная,Мука ржаная цельнозерновая,Можно при диабете,"Мука, крупы, макароны",5096.0,2.9128,"{'title_overlap': 0.25, 'vec_sim': 0.9915, 'fuzzy': 0.5854}"
Соя,Ассорти ягодное,"Овощи, фрукты, ягоды, зелень",Ягоды,137.0,0.1,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1}"
Мусс,"Мусс творожный ""Вишня""","Молочные продукты, яйцо","Творожки, муссы и десерты",5108.0,3.1217,"{'title_overlap': 0.3333, 'vec_sim': 0.7157, 'fuzzy': 1.0}"
Мусс,"Мусс творожный ""Груша""","Молочные продукты, яйцо","Творожки, муссы и десерты",5102.0,3.0719,"{'title_overlap': 0.3333, 'vec_sim': 0.6881, 'fuzzy': 1.0}"
Мусс,"Мусс творожный ""Шоколад"" 3%","Молочные продукты, яйцо","Творожки, муссы и десерты",5107.0,2.9466,"{'title_overlap': 0.25, 'vec_sim': 0.6648, 'fuzzy': 1.0}"
Артишок,Артишоки гриль,Консервация,"Хумус, закуски и соленья",88.0,0.2,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.2}"
Лук зеленый,Лук зеленый,Зелень и салаты,Зелень,4196.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Лук зеленый,Лук зеленый,Зелень и салаты,Зелень,4195.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Лук зеленый,Лук зеленый,Зелень и салаты,Зелень,4193.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Гренки,Гренки Фишка чесночные,Сухарики,Сухарики,2001.0,3.6201,"{'title_overlap': 0.3333, 'vec_sim': 0.9926, 'fuzzy': 1.0}"
Гренки,Гренки ржано-пшеничные с чесноком,"Орехи, чипсы и снеки",Хлебцы,2005.0,3.3044,"{'title_overlap': 0.2, 'vec_sim': 0.8913, 'fuzzy': 1.0}"
Гренки,Гренки ржано-пшеничные с чесноком,Растительное и с содержанием яиц,Хлеб и мучное,2004.0,3.3044,"{'title_overlap': 0.2, 'vec_sim': 0.8913, 'fuzzy': 1.0}"
Крахмал,Крахмал кукурузный,"Масла, соусы, специи, сахар и соль",Специи,3673.0,3.512,"{'title_overlap': 0.5, 'vec_sim': 0.84, 'fuzzy': 1.0}"
Крахмал,Крахмал кукурузный Гарнец без глютена,Продукты без глютена,Продукты без глютена и следов,3674.0,3.2347,"{'title_overlap': 0.2, 'vec_sim': 0.8526, 'fuzzy': 1.0}"
Крахмал,"Маффин брауни без глютена, зам",Замороженные продукты,Замороженная выпечка и пироги,4227.0,1.569,"{'title_overlap': 0.0, 'vec_sim': 0.6915, 'fuzzy': 0.2162}"
Кукурузные палочки,Палочки кукурузные в сахарной пудре,"Орехи, чипсы и снеки",Снеки,5811.0,3.574,"{'title_overlap': 0.4, 'vec_sim': 0.93, 'fuzzy': 1.0}"
Кукурузные палочки,Палочки кукурузные Кузя Лакомкин с сахарной пудрой,Кукурузные снэки и начос,Кукурузные снэки и начос,5802.0,3.5329,"{'title_overlap': 0.2857, 'vec_sim': 0.9707, 'fuzzy': 1.0}"
Кукурузные палочки,Палочки кукурузные Кузя Лакомкин с сахарной пудрой,Кукурузные снэки и начос,Кукурузные снэки и начос,5801.0,3.5329,"{'title_overlap': 0.2857, 'vec_sim': 0.9707, 'fuzzy': 1.0}"
Хлопья гречневые,Хлопья гречневые,"Крупы, макароны, мука","Сухие завтраки, хлопья и мюсли",2802.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Хлопья гречневые,Хлопья гречневые Увелка,"Мюсли, хлопья, подушечки","Мюсли, хлопья, подушечки",2803.0,3.843,"{'title_overlap': 0.6667, 'vec_sim': 0.9313, 'fuzzy': 1.0}"
Хлопья гречневые,Гречневые хлопья с изюмом,"Крупы, макароны, мука","Сухие завтраки, хлопья и мюсли",1998.0,3.3452,"{'title_overlap': 0.5, 'vec_sim': 0.7473, 'fuzzy': 1.0}"
Горбуша в масле,Горбуша филе кусочки в масле,"Рыба, икра и морепродукты",Сельдь в масле и пресервы из рыбы,1873.0,3.5598,"{'title_overlap': 0.6, 'vec_sim': 0.811, 'fuzzy': 1.0}"
Горбуша в масле,Артишоки в масле,Консервация,"Хумус, закуски и соленья",90.0,2.8341,"{'title_overlap': 0.5, 'vec_sim': 0.7591, 'fuzzy': 0.6452}"
Горбуша в масле,Сардина тушки бланшированные в масле,Консервы,Рыбные консервы,7365.0,2.6573,"{'title_overlap': 0.3333, 'vec_sim': 0.7608, 'fuzzy': 0.6364}"
Сироп шоколадный,Брауни шоколадный,Сладости и десерты,Пирожные и десерты,726.0,3.0366,"{'title_overlap': 0.3333, 'vec_sim': 0.8608, 'fuzzy': 0.7692}"
Сироп шоколадный,"Коржик ""Шоколадный""",Сладости и десерты,Печенье,3519.0,2.9101,"{'title_overlap': 0.3333, 'vec_sim': 0.9554, 'fuzzy': 0.5714}"
Сироп шоколадный,Эклер шоколадный с рикоттой,Сладости и десерты,Пирожные и десерты,1445.0,2.853,"{'title_overlap': 0.2, 'vec_sim': 0.8329, 'fuzzy': 0.7692}"
Горчица,"Горчица ""Дижонская""","Масла, соусы, специи, сахар и соль",Соусы и уксус,1897.0,3.7956,"{'title_overlap': 0.5, 'vec_sim': 0.9976, 'fuzzy': 1.0}"
Горчица,"Горчица ""Баварская""","Масла, соусы, специи, сахар и соль",Соусы и уксус,1895.0,3.6697,"{'title_overlap': 0.5, 'vec_sim': 0.9276, 'fuzzy': 1.0}"
Горчица,Горчица Bornier Дижонская,Соусы,Соусы,1896.0,3.6271,"{'title_overlap': 0.3333, 'vec_sim': 0.9965, 'fuzzy': 1.0}"
Тесто дрожжевое,Тесто замороженное дрожжевое зам,Замороженные продукты,Замороженное тесто,9161.0,3.6466,"{'title_overlap': 0.5, 'vec_sim': 0.9148, 'fuzzy': 1.0}"
Тесто дрожжевое,Тесто слоеное Цезарь дрожжевое со сливочным маслом замороженное,"Тесто, выпечка, лапша","Тесто, выпечка, лапша",9160.0,3.4437,"{'title_overlap': 0.25, 'vec_sim': 0.941, 'fuzzy': 1.0}"
Тесто дрожжевое,Тесто слоеное Хлебный дом Звездное дрожжевое замороженное,"Тесто, выпечка, лапша","Тесто, выпечка, лапша",9157.0,3.3948,"{'title_overlap': 0.2857, 'vec_sim': 0.8939, 'fuzzy': 1.0}"
Перец болгарский,"Перец болгарский желтый ""ВВ Отборное""",Овощи,"Перец, баклажаны",6315.0,3.4085,"{'title_overlap': 0.4, 'vec_sim': 0.8381, 'fuzzy': 1.0}"
Перец болгарский,"Перец болгарский оранжевый ""ВВ Отборное""",Овощи,"Перец, баклажаны",6314.0,3.3783,"{'title_overlap': 0.4, 'vec_sim': 0.8213, 'fuzzy': 1.0}"
Перец болгарский,"Перец болгарский красный ""ВВ Отборное""",Овощи,"Перец, баклажаны",6313.0,3.2026,"{'title_overlap': 0.4, 'vec_sim': 0.7237, 'fuzzy': 1.0}"
Дрожжи,Дрожжи пищевые неактивные,"Масла, соусы, специи, сахар и соль",Специи,1390.0,3.6326,"{'title_overlap': 0.3333, 'vec_sim': 0.9996, 'fuzzy': 1.0}"
Дрожжи,Дрожжи хлебопекарные Саф-Момент сухие быстродействующие,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1389.0,3.4484,"{'title_overlap': 0.1667, 'vec_sim': 0.9899, 'fuzzy': 1.0}"
Дрожжи,Дрожжи сухие Dr. Bakers быстродействующие,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1392.0,3.3576,"{'title_overlap': 0.2, 'vec_sim': 0.9209, 'fuzzy': 1.0}"
Филе куриное,Филе куриное малое ГП,"Мясо, птица",Курица,1596.0,3.3755,"{'title_overlap': 0.5, 'vec_sim': 0.7642, 'fuzzy': 1.0}"
Филе куриное,Филе грудки куриное ГП,"Мясо, птица",Курица,1574.0,3.2873,"{'title_overlap': 0.5, 'vec_sim': 0.7152, 'fuzzy': 1.0}"
Филе куриное,Яйцо куриное С2,"Молочные продукты, яйцо",Яйцо,10124.0,2.5897,"{'title_overlap': 0.25, 'vec_sim': 0.6858, 'fuzzy': 0.7368}"
Рапаны,Бананы,Фрукты,Фрукты,260.0,0.2,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.2}"
Апельсин,Апельсин соковый,Фрукты,Цитрусовые,45.0,3.7998,"{'title_overlap': 0.5, 'vec_sim': 0.9999, 'fuzzy': 1.0}"
Апельсин,Нектар Rich Апельсин,Соки и нектары,Соки и нектары,5530.0,3.5606,"{'title_overlap': 0.3333, 'vec_sim': 0.9596, 'fuzzy': 1.0}"
Апельсин,Апельсин дольки,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,43.0,3.4548,"{'title_overlap': 0.5, 'vec_sim': 0.8082, 'fuzzy': 1.0}"
Горох,Горох колотый шлифованный,Бакалея без глютена,Крупы,1906.0,3.2161,"{'title_overlap': 0.3333, 'vec_sim': 0.7682, 'fuzzy': 1.0}"
Горох,Горох желтый Мистраль колотый,Крупы и бобовые,Крупы и бобовые,1909.0,3.1784,"{'title_overlap': 0.25, 'vec_sim': 0.7936, 'fuzzy': 1.0}"
Горох,Горох Мистраль Айдахо шлифованный колотый,Крупы и бобовые,Крупы и бобовые,1907.0,3.1658,"{'title_overlap': 0.2, 'vec_sim': 0.8143, 'fuzzy': 1.0}"
Ростки,Артишоки гриль,Консервация,"Хумус, закуски и соленья",88.0,0.12,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.12}"
Пастила,Пастила ванильная,Сладости и десерты,"Зефир, пастила, безе и мармелад",5969.0,3.7929,"{'title_overlap': 0.5, 'vec_sim': 0.9961, 'fuzzy': 1.0}"
